ID_Etudiant,Nom,Classe_ID,Notes,Absences
1489,Jacob Erickson,6,4.92,5
1490,Deborah Williams,26,1.43,18
1491,Eric Blackburn,1,15.54,20
1492,Anne Hardy,17,6.47,19
1493,Chelsey Fox,35,18.48,1
1494,Mario White,8,1.79,3
1495,Jennifer Garcia,30,13.43,10
1496,Heather Ellis,24,8.47,11
1497,Sonya Jackson,44,6.97,15
1498,James Morgan,48,6.41,19
1499,Zachary Ramos,44,11.88,19
1500,Ethan Frey,17,0.48,17
1501,Jacob Duran,38,6.1,0
1502,Nicholas Franklin,25,19.75,5
1503,Cindy Cannon,41,12.32,16
1504,Dawn Nixon,24,19.8,8
1505,James Barber,7,8.84,3
1506,Ms. Kelly Holder,44,2.92,6
1507,Eric Walker,15,0.9,19
1508,Alison Short,31,16.36,0
1509,Desiree Spencer,2,3.99,17
1510,Tammy Moore,40,7.48,0
1511,Henry Taylor,36,15.15,16
1512,Kevin Hall,21,17.06,16
1513,Anna Ross,40,2.25,4
1514,Morgan Cummings,15,1.09,6
1515,Carrie Petersen,42,18.98,11
1516,Laura Velez,5,18.53,3
1517,Elizabeth Cross,41,17.38,6
1518,Angela Brown,30,16.4,0
1519,Hannah Montoya,45,0.27,10
1520,Sean Kane,20,13.88,4
1521,Matthew Guzman,42,2.23,7
1522,Richard Reyes,27,9.0,2
1523,Andrew Fernandez,8,0.45,4
1524,Jonathan Walker,9,4.18,8
1525,Nicholas Long,3,10.76,8
1526,Kurt Wagner,3,4.08,15
1527,Dylan Foster,20,10.47,6
1528,Bradley Duncan,32,5.17,2
1529,James Miller,8,9.66,11
1530,Patricia Anderson,7,14.6,17
1531,Justin Freeman,16,2.83,20
1532,Christina Gilbert,35,13.98,9
1533,Danielle Jones,9,0.37,14
1534,Erica Glass,25,11.66,15
1535,Michael Henderson,30,13.27,13
1536,Frank Wheeler,24,0.87,16
1537,Eric Huerta,43,3.41,12
1538,Wanda Ramos,48,5.68,6
1539,Andrew Meyers,45,15.78,8
1540,James Todd,35,12.36,5
1541,Ashley Brown,27,1.06,6
1542,Tammy Melton,38,13.1,8
1543,Alexis Benson,48,0.17,12
1544,Jerry Johnson,47,7.77,3
1545,Joshua Harris,10,5.43,18
1546,Deanna Webb,27,17.04,18
1547,Brenda Hale,42,13.2,9
1548,Kevin Alvarado,7,17.29,5
1549,Christopher Campbell,32,0.38,6
1550,Lisa Brown,40,17.35,15
1551,Alejandra Price,27,12.99,13
1552,Samuel Keller,18,4.62,14
1553,Alicia Dillon,3,7.61,13
1554,Crystal James,45,19.53,19
1555,Ariana Stewart,24,1.99,8
1556,Kim Lopez,14,6.31,10
1557,Judith House,29,17.34,19
1558,David Moreno,29,10.63,3
1559,James Moore,16,3.73,19
1560,Harold Garrett,24,10.01,12
1561,William Mason,7,9.16,13
1562,Lori Johns,44,18.53,6
1563,Robin Johnson,24,0.43,18
1564,Diana Hernandez,35,4.95,11
1565,Mary Miller,42,10.59,11
1566,Tyler Salazar,23,6.67,20
1567,Crystal Allen,4,7.87,2
1568,Wesley Browning,26,3.14,14
1569,Joshua Clark,18,6.94,5
1570,Joshua Mcbride,13,7.04,1
1571,Ellen Thornton,8,12.5,16
1572,Brandy Forbes,30,4.72,8
1573,Brianna Fitzpatrick,6,19.56,18
1574,Emily Grant,43,10.03,13
1575,Bailey Stewart,14,16.24,9
1576,Monica Cannon,42,12.52,19
1577,Jennifer Jenkins,41,17.57,20
1578,Timothy Shannon,39,17.81,16
1579,Denise Maxwell,2,16.3,11
1580,Cody Farmer,4,0.59,12
1581,Debra Bradley,22,11.1,0
1582,David Mcdaniel,16,5.6,3
1583,Michael Woods,9,3.03,5
1584,Lisa Joseph,37,17.94,10
1585,Samuel Henry,14,13.14,13
1586,Corey Johnson,5,1.76,5
1587,Alexis Nelson,49,7.64,11
1588,Patrick Mcneil,36,19.21,7
1589,Andrea Ho,14,12.25,2
1590,Dr. Katherine Nguyen,38,12.51,6
1591,David Sullivan,14,4.55,11
1592,Nicolas James,15,4.81,11
1593,Logan Newton,22,3.05,4
1594,Kelly Liu,50,19.41,10
1595,Kelly Hayes,10,18.19,3
1596,Amanda Forbes,39,6.59,0
1597,Jennifer Moss,1,10.84,10
1598,Kelli Mccoy,18,4.14,0
1599,Eddie Sanders,10,2.77,10
1600,Ronald Murray,9,10.83,6
1601,Louis Brown,35,16.0,14
1602,Brenda Gallegos,17,17.25,18
1603,Nathan Wilson,12,6.18,10
1604,Teresa Horton,8,14.1,7
1605,Jason Hayes,43,10.48,17
1606,Kevin Marquez,2,2.71,2
1607,Jesse Wright,9,19.91,12
1608,Susan Hogan,1,19.52,9
1609,Becky Wilson,23,2.9,19
1610,Jack Mills,16,18.66,6
1611,Richard Hunt,38,18.34,16
1612,Jamie James,21,6.35,6
1613,Susan Cunningham,2,11.15,3
1614,Brittany Melton,12,18.97,17
1615,Michael Barnes,17,2.37,8
1616,Randy Griffin,4,6.35,19
1617,Autumn Anderson,9,17.59,2
1618,Marcus King,48,14.54,18
1619,Scott Stephens,27,15.31,20
1620,Stephen Young,34,17.6,13
1621,Karen Ortiz,8,8.28,13
1622,Kyle Sanchez,48,8.23,10
1623,Lisa Grant,5,8.86,10
1624,Amber Hernandez,31,18.68,6
1625,Amanda Nash,29,17.88,6
1626,Sara Evans,50,18.67,1
1627,Amber Butler,24,5.48,15
1628,Michael Carr,33,15.58,15
1629,Linda Cobb,38,2.14,1
1630,Jesse Riley,7,3.69,8
1631,Anna Evans,29,15.25,13
1632,James Jones,33,12.24,3
1633,Joshua Carter,15,5.34,3
1634,Michael Hill,40,11.34,14
1635,Kelly Dominguez,3,4.62,5
1636,Ashley Blair,47,4.64,19
1637,Victoria Webb,43,13.75,10
1638,Taylor Andersen,34,7.19,18
1639,Lee Stewart,20,13.76,12
1640,Whitney Gomez,30,9.53,7
1641,Justin Stone,42,10.05,18
1642,Katherine White,2,12.09,0
1643,Michelle Krause,4,14.24,9
1644,Alexander Garrett,31,7.48,0
1645,Ryan Marsh,26,17.04,20
1646,Mrs. Felicia Castro DDS,28,9.83,18
1647,Curtis Campbell,44,2.75,0
1648,Elizabeth Hunter,7,3.87,14
1649,Aaron Jennings,32,0.64,9
1650,Nathaniel Gilbert,46,15.29,4
1651,Christopher Rivera,29,0.3,12
1652,Michael Hendricks,5,5.4,1
1653,Maria Olson,6,8.26,17
1654,Stephanie Herrera,21,14.85,16
1655,Richard Gutierrez,39,19.76,1
1656,Sandy Evans,10,15.16,10
1657,Emily Herrera,5,1.32,20
1658,Michael Marsh,9,18.54,0
1659,Heather Montes,18,19.71,2
1660,Andre Terrell,40,17.34,15
1661,Sarah Duncan,41,9.8,3
1662,Kurt Hancock,38,6.5,13
1663,Michele Edwards,36,9.15,9
1664,Jason Crawford,46,4.94,8
1665,Jesse Sampson,21,8.1,10
1666,Eric Rodriguez,25,0.84,11
1667,Paula Gentry,39,14.71,12
1668,Alexander Webb,34,7.61,2
1669,Cheryl Mclean,19,6.26,17
1670,Kelly Rowe,30,12.23,10
1671,Shane Short,33,14.85,15
1672,Megan Anderson,39,11.88,19
1673,Julia Reeves,28,10.5,1
1674,April Randolph,7,17.52,12
1675,Linda Miller,45,15.74,9
1676,Angel Meyer,8,10.41,14
1677,Emily Lane,42,9.03,15
1678,Steven Flores,42,16.54,20
1679,Donald Flores,50,0.85,3
1680,Bruce Hernandez,36,19.92,11
1681,Adrian Dean,47,10.37,19
1682,Christine Bell,14,7.91,3
1683,Charles Bush,28,14.7,0
1684,David Jones,29,11.15,7
1685,Gina Wallace,15,10.32,1
1686,John Lowe,27,12.61,0
1687,Anthony Simmons,22,0.99,4
1688,Kyle Watkins,30,5.82,3
1689,Melissa Jensen,26,7.96,10
1690,Robert Marquez,27,6.09,13
1691,Kim Beltran,47,16.55,7
1692,Julie Anderson,7,9.23,5
1693,Tamara Mcdonald,21,8.45,2
1694,Michael Mckinney,28,12.26,6
1695,David Walker,21,1.09,11
1696,Lisa Durham,43,10.34,17
1697,Michael Ortega,17,2.84,0
1698,Sonya Chavez,24,16.6,1
1699,John Bell,10,9.03,8
1700,Christopher Tate,44,14.45,1
1701,Bethany Garcia,31,2.26,3
1702,Rebecca Nguyen,5,15.57,1
1703,Rebecca Patel,6,18.76,9
1704,Jason Oliver,6,13.92,2
1705,Valerie Reyes,6,2.71,8
1706,Robert Garza,28,8.27,10
1707,Jessica Cobb,7,9.02,19
1708,Cynthia Bates,48,3.58,12
1709,Timothy Andrews,48,11.81,8
1710,Mr. Joel Peters,24,14.25,5
1711,Casey Blanchard,9,4.04,4
1712,Brian Cervantes,36,9.09,18
1713,Jamie Snyder,4,5.0,14
1714,Ann Montoya,38,13.83,3
1715,Stephanie Fields,36,18.14,4
1716,Charles Hernandez,36,15.93,10
1717,Jean Lane,22,14.37,4
1718,Michael Stewart,43,2.47,18
1719,Susan Torres,8,2.28,13
1720,Jessica Haas,27,8.99,20
1721,Brandon Smith,23,7.26,14
1722,Mrs. Bethany Phillips,43,10.48,3
1723,Joshua Brown,49,7.68,16
1724,Samantha Howard,28,15.82,16
1725,Sharon Young,47,10.23,7
1726,Jennifer Flores,4,19.0,18
1727,James Gardner,19,7.57,15
1728,Karen Lopez,39,7.61,15
1729,Tim Larsen,20,15.37,8
1730,Zachary Santiago,23,18.25,10
1731,Benjamin Smith,7,11.31,15
1732,Katelyn Kim,37,13.19,7
1733,Angela May MD,33,3.0,2
1734,Richard Munoz,14,17.38,8
1735,Christopher Hicks,10,3.58,9
1736,Joanna Kelly,43,14.24,2
1737,Larry Lane,31,8.39,11
1738,Cynthia Shaw,15,6.19,17
1739,Joshua Richardson,7,15.37,7
1740,Laura Bush,23,8.93,20
1741,John Vaughn,36,12.53,6
1742,Nicholas Terrell,24,2.35,2
1743,Dr. Julie Miller,8,2.63,2
1744,Ann Kennedy,49,4.06,15
1745,Toni Miller,18,12.45,1
1746,Rebecca Edwards,37,5.06,6
1747,Greg Osborne,15,9.17,0
1748,Jose Harrison,28,17.11,6
1749,Jennifer Yu,36,10.87,14
1750,Donna Johnson,50,0.12,12
1751,Nicole Acosta,40,17.65,6
1752,Amy Kennedy,40,4.76,15
1753,Anthony Mooney,44,11.78,3
1754,Lori Mitchell,42,9.51,10
1755,Jonathan York,36,8.2,6
1756,Casey Campbell,2,1.59,18
1757,Alexis Rodriguez,39,12.0,16
1758,Kevin Hernandez,43,4.89,16
1759,Robert Green,45,10.95,10
1760,Kari Lloyd,18,12.4,9
1761,Grace Miller,2,11.15,14
1762,Timothy Moore,12,16.51,20
1763,Wyatt Townsend II,18,0.98,4
1764,Mark Clark,45,2.97,16
1765,Haley May,49,13.07,3
1766,Audrey Jackson,20,0.73,4
1767,Eric Reese,22,17.08,7
1768,Kim James,23,13.34,11
1769,Karen Thomas,1,16.76,12
1770,Alexandra Ho,12,5.97,14
1771,Michael Nixon,10,18.41,19
1772,Amanda Hardin,37,0.98,16
1773,Tina Reynolds,43,8.34,6
1774,Shannon Rogers,26,3.56,12
1775,Brett Pena,5,13.44,6
1776,Raymond Curry,10,12.22,2
1777,Leah Lee,48,13.83,8
1778,Michael White,41,11.9,13
1779,Megan Decker,2,15.75,5
1780,Brent Garcia,6,3.55,9
1781,Daniel Campbell,48,9.11,18
1782,Alexander Davis,34,11.58,20
1783,Mary Houston,14,18.63,3
1784,Margaret Erickson,25,1.86,4
1785,Scott Anderson,27,5.99,14
1786,Stephanie Knight,30,7.37,3
1787,Stephanie Dominguez,22,7.58,3
1788,John Mayer,11,1.35,7
1789,Tammy Hill,24,8.55,0
1790,Steven Carrillo,20,11.01,14
1791,Christopher Jones,47,5.86,5
1792,Janet Cook,21,2.69,8
1793,Tyler Baker,50,13.89,0
1794,John Mcfarland,37,5.49,15
1795,Cassandra Vasquez,39,10.54,16
1796,Randy Robinson,6,10.49,14
1797,Susan Baldwin,4,13.92,11
1798,Benjamin Duncan,10,12.24,8
1799,Jeremy Mosley,11,2.19,3
1800,Martin Fitzpatrick,49,14.59,17
1801,Deborah Graves,40,12.58,2
1802,Laura Robertson,4,19.74,11
1803,Katherine Graham,44,9.67,13
1804,Priscilla Floyd,6,13.77,6
1805,April Finley,18,18.68,4
1806,Karen Bradley,29,19.73,12
1807,Heather Maldonado,43,5.74,16
1808,Mark Benjamin,28,12.18,13
1809,Joseph Woodward,32,6.33,16
1810,Joe Miranda,39,10.51,10
1811,Cassandra Williams,29,19.9,1
1812,Connor Dominguez,27,7.08,14
1813,Lydia Howard,18,2.59,8
1814,Mark Moss,14,11.25,11
1815,Corey Cortez,49,10.39,3
1816,Katherine Brown,33,12.64,1
1817,Elizabeth Ferguson,8,9.85,20
1818,Joann Forbes,23,3.6,12
1819,Anthony French,28,12.19,13
1820,Bruce Roman,8,14.17,6
1821,Judy Gregory,19,19.59,9
1822,Brittany Riley,44,0.03,6
1823,Amanda Thomas,44,0.48,12
1824,Kaitlin Hardin,38,12.51,5
1825,Michael Anderson,32,2.36,19
1826,Anthony Parker,34,16.96,8
1827,Joy Jackson,43,15.99,16
1828,Sabrina Rodriguez,20,19.98,19
1829,Robert Walker PhD,3,8.28,15
1830,Robert Hendrix,15,6.68,16
1831,Erika Daugherty,26,11.21,13
1832,Brenda Copeland,39,12.75,3
1833,Pamela Watkins,4,0.23,1
1834,Bryan Thomas,1,4.02,20
1835,Michael Tran,14,5.63,7
1836,Timothy Williams,20,15.8,3
1837,Ryan Salazar,14,6.16,7
1838,Alexis Tucker,50,10.13,3
1839,Christopher Davis,9,6.48,1
1840,Stacie Butler,49,0.12,1
1841,Patricia Schwartz,17,13.72,18
1842,Mark Mills,19,6.83,8
1843,Todd Bishop,21,14.49,7
1844,Christopher Porter,8,12.32,2
1845,Lori Patton,1,0.58,17
1846,Aaron Young,32,3.51,3
1847,Joseph Davis,48,6.61,8
1848,Philip Fernandez,28,6.76,7
1849,Randy Hopkins,12,13.45,19
1850,Cory Hogan,9,18.32,12
1851,Tracy Wells,25,15.95,12
1852,Michael Williams,35,12.91,12
1853,Dominique Hamilton,46,9.63,3
1854,Robert Chang,15,12.54,7
1855,Patrick Buckley,33,17.84,8
1856,Richard Washington,36,10.74,15
1857,Steven Griffith,43,6.7,6
1858,Erika Gonzalez,23,15.68,5
1859,Erika Maxwell,5,8.28,6
1860,Brent Rojas,26,14.85,11
1861,Jaime Walker,48,16.7,20
1862,John Zamora,3,5.99,9
1863,Timothy Gibson,28,14.5,19
1864,Chad Cortez,2,6.31,9
1865,Vanessa Harris,30,10.72,0
1866,Michael Brown,5,4.17,3
1867,Samuel Ellis,21,13.71,5
1868,Greg Tanner,37,15.99,16
1869,Rachel Little,28,17.76,19
1870,Carolyn Cordova,37,7.07,15
1871,Angelica Vincent,26,19.39,9
1872,Zachary Vargas PhD,46,5.61,7
1873,Nicholas Fitzgerald,41,0.62,5
1874,Garrett Riley,27,19.67,10
1875,Leslie Hernandez,19,12.53,2
1876,Abigail Baird,8,16.85,5
1877,John Mack,26,11.42,5
1878,Joseph Mendoza,2,7.79,10
1879,Samantha Chavez,21,11.9,14
1880,Justin Smith,11,17.29,4
1881,Tiffany Anderson,40,15.03,0
1882,Matthew Davis,30,14.11,15
1883,Eric Warner,45,6.29,13
1884,Nicole Johnson,24,0.63,10
1885,Raymond Sawyer,6,8.28,0
1886,Richard Wood,28,9.94,5
1887,Mark Dalton,7,4.75,8
1888,Steven Cook,16,9.04,2
1889,Jeffery Nelson,28,19.01,5
1890,Kimberly Norton,38,4.32,0
1891,Angela Gilmore,26,6.05,19
1892,Amy Dougherty,34,2.24,11
1893,Stacy Rodriguez,6,15.7,15
1894,Manuel Diaz,26,15.56,18
1895,Justin Jones,20,18.27,0
1896,Christine Zavala,48,8.88,15
1897,Brian Mendoza,22,0.5,7
1898,Lauren Haley,15,9.65,15
1899,Patrick Perez,22,10.0,3
1900,Derek Frazier,50,3.8,1
1901,Arthur Reed,11,18.47,0
1902,Mr. Bryan Mckinney,5,14.65,18
1903,Kim Carter,33,10.47,9
1904,Rebecca Dougherty,41,15.51,7
1905,Teresa Jones,8,2.87,16
1906,Judith Miller,34,17.44,16
1907,Donna Frye,33,16.44,5
1908,Donald Terry,13,18.76,4
1909,Shaun Meyer DDS,50,13.53,3
1910,Wayne Weaver,23,2.65,3
1911,Gregory Wallace,23,14.49,9
1912,Dorothy Brown,47,9.19,10
1913,Crystal Meza,42,14.27,14
1914,Jennifer Cooper,10,10.45,15
1915,Erin Watkins,16,0.08,11
1916,Sarah Wallace,7,18.65,17
1917,Carlos Clarke,10,13.74,8
1918,David Washington,17,11.89,15
1919,Patricia Williams,13,1.74,8
1920,Jesus Jackson,12,9.34,11
1921,Michelle Mitchell,39,0.92,14
1922,Sara Schwartz,10,10.41,0
1923,Brittany Young,49,13.18,11
1924,Eugene Martinez,49,6.25,9
1925,Cody Hart,42,11.55,10
1926,Evan Cooper,5,6.24,16
1927,Joshua Martin,12,17.84,19
1928,Thomas Sullivan,50,6.42,15
1929,Mr. Jimmy Flores Jr.,41,3.85,3
1930,Vanessa Rivera,32,5.53,8
1931,Kara Roberts,30,6.38,16
1932,Veronica Berry,49,8.82,20
1933,Keith Meadows,37,2.35,0
1934,Michael Dennis,49,2.99,4
1935,Brenda Pierce,38,5.47,13
1936,James Randall,29,0.31,7
1937,Brandon Brown,44,12.46,4
1938,Lauren Walker,37,10.28,11
1939,Diana Johnson,42,4.13,15
1940,Jill Powers,41,7.01,0
1941,Jorge Lee,40,6.37,7
1942,Larry Harding,21,2.83,18
1943,Heather Hernandez,41,14.09,13
1944,Jaclyn Watson,21,5.67,11
1945,Gregory Madden,10,4.9,6
1946,Anita Luna,29,1.42,2
1947,Willie Lara,5,12.27,6
1948,Robert Waller,31,6.77,12
1949,Steven Taylor,29,8.87,20
1950,Angelica Clark,41,2.6,3
1951,Sean Hatfield,20,9.41,8
1952,Tyler Avila,18,13.51,20
1953,Jason Rocha,38,2.12,17
1954,Justin Page,4,1.08,14
1955,Breanna Lopez,23,8.53,16
1956,Julian Williams,33,3.58,5
1957,Sandra Torres,5,11.92,8
1958,Julie Johnson,20,11.86,11
1959,Dennis Blanchard,30,16.72,10
1960,Kaitlyn Valdez,29,13.99,12
1961,Jennifer Vasquez,3,12.33,18
1962,Danielle Wilson,4,6.25,13
1963,Zachary Jones,24,16.35,8
1964,Lauren Cunningham,19,14.26,9
1965,Lori Alvarez,5,13.42,6
1966,Barbara Hunt,42,10.67,1
1967,Sarah Martin,6,19.47,18
1968,Francisco Johns,40,15.11,16
1969,Christopher Nelson,39,9.31,10
1970,Thomas Kelly,33,2.64,19
1971,Joseph Mayer,25,16.26,3
1972,Pamela White,30,18.39,13
1973,Paul Stephens,38,9.37,14
1974,Samantha Cohen,36,9.11,18
1975,Michael Barker,48,13.69,11
1976,Kevin Morrow,3,14.2,9
1977,Joseph Watson,29,9.31,3
1978,Mr. Thomas Garcia,37,4.63,0
1979,Daniel Lopez,42,4.48,15
1980,Lisa Guerra,13,17.22,4
1981,Kim Arnold,21,12.34,14
1982,Ashley Stevens,39,18.26,4
1983,Robert Mclean,31,7.84,16
1984,Eric Cox,33,13.99,9
1985,Stacy Harper,10,13.3,19
1986,Gloria Mckinney,4,15.78,17
1987,Robert Walker,29,17.65,5
1988,Brenda Perez,7,9.07,9
1989,Carlos Miller,22,0.61,15
1990,Rachel Jones,46,9.51,9
1991,Nicole Williams,6,7.03,2
1992,Ricky Palmer,33,9.22,9
1993,Bryan King,42,3.42,0
1994,Michael Webster,12,15.36,14
1995,Tamara Harris,3,12.09,1
1996,Cathy Bell,16,2.55,6
1997,Ryan Mcmahon,46,2.06,9
1998,Hannah Martin,29,16.35,18
1999,Monica Allen,29,15.94,3
2000,Annette Lane,34,6.52,1
2001,Daniel Lee,34,12.99,15
2002,Steven Medina,40,15.85,9
2003,Annette Lewis,11,10.65,0
2004,Michelle Richardson,24,8.02,13
2005,Jessica Rosario,24,8.27,11
2006,Henry Gray,19,12.42,0
2007,Darren Rodriguez,25,10.96,1
2008,Mrs. Ashley Taylor,27,19.48,8
2009,Michele Hawkins,50,7.68,4
2010,Garrett Wilson,22,6.81,11
2011,Kyle Collins,44,16.28,9
2012,Jill Spencer,39,11.82,16
2013,Scott Lopez,4,15.69,17
2014,Ryan Alvarez,41,8.71,4
2015,Cassie Lutz,42,15.75,2
2016,Brian Kim DDS,22,10.89,8
2017,Charles Morales,5,4.72,4
2018,Ashley Schaefer,22,13.25,6
2019,Amy Hester,7,1.56,13
2020,Kurt Ewing,36,18.62,18
2021,Ryan Hardy,44,11.48,2
2022,Micheal Perkins,25,9.73,9
2023,Richard Schneider,19,11.84,7
2024,John Morrison,17,9.26,1
2025,John Ramirez,47,11.1,15
2026,Ashley King,43,16.44,11
2027,Mark Taylor Jr.,39,3.52,7
2028,Barry Gregory,10,19.12,20
2029,Janet Shelton,22,1.39,12
2030,Marco Davis,6,2.17,13
2031,Paul Saunders,38,16.28,12
2032,Christina Bates,43,15.43,3
2033,Dennis Cooper PhD,10,7.58,8
2034,Tiffany Johnson,23,9.89,9
2035,Thomas Reyes,20,13.2,19
2036,James Stevens,42,1.81,9
2037,Justin Dalton,45,16.34,5
2038,Michael Henry,43,17.75,18
2039,Mike Freeman,26,18.07,13
2040,Michael Keller,9,12.72,10
2041,Laura Alvarez,39,0.0,18
2042,Katie Myers,46,2.93,4
2043,Wesley Jensen MD,6,2.98,6
2044,Erica Johnson,20,10.63,8
2045,Russell Bailey,36,7.8,4
2046,Alyssa Vance,25,11.56,13
2047,Brent Reed,42,3.91,17
2048,Gregory Stanley,22,13.63,6
2049,Matthew Watkins,9,6.33,9
2050,Ana Torres,43,11.41,9
2051,Alejandro Nguyen,45,18.26,2
2052,Scott Bradley,48,6.09,9
2053,Deborah Dominguez,44,18.87,18
2054,Victoria Gray,34,8.69,20
2055,Kenneth Stokes,6,19.65,14
2056,Michael Rogers,42,6.89,17
2057,Pamela Morgan,43,1.79,5
2058,Heidi Graham,28,0.16,12
2059,Ryan Cobb PhD,33,19.73,13
2060,Donna Williams,24,8.08,3
2061,Jennifer Perez PhD,2,2.55,4
2062,Ryan Davis,24,5.88,16
2063,Austin Solis,20,7.38,14
2064,Daniel Flynn,12,10.98,10
2065,Elizabeth Brock,14,1.06,16
2066,Joshua Gonzalez,22,14.07,11
2067,Mario Chavez,50,16.42,14
2068,Catherine Smith,32,7.18,11
2069,Shari Ray,13,17.22,13
2070,Victor Harmon,15,17.31,14
2071,Timothy Patel,9,4.7,13
2072,Patricia Hamilton,10,14.04,13
2073,Lori Boyd,5,7.89,14
2074,Charles Hernandez,19,6.36,0
2075,Elizabeth Graham,7,7.66,17
2076,Ronald Brown,33,7.63,0
2077,Jason Colon,50,10.9,13
2078,Dawn Burke,35,13.25,2
2079,Brian Lee,48,9.5,4
2080,Ronald Marshall,34,3.76,19
2081,Jessica Lucas,3,7.69,9
2082,Christopher Taylor,43,18.49,7
2083,Robert Hopkins,22,16.8,18
2084,Samuel Stuart,50,3.09,16
2085,Mr. Scott Miller,40,19.95,11
2086,Sharon Lester,9,13.4,4
2087,Jack Sandoval,39,2.69,19
2088,Tony Ramsey,25,1.43,17
2089,Brian Navarro,10,0.31,18
2090,Kelly Calderon,11,14.43,9
2091,Tara King,12,9.73,1
2092,Cynthia Martinez,45,8.73,12
2093,Erin Silva,50,19.8,4
2094,Paul Young,40,1.69,12
2095,Charles Thompson,11,12.84,0
2096,Jessica King,47,8.32,14
2097,Katherine Brooks,29,9.12,16
2098,Emily Coleman,3,15.78,14
2099,Tracey Suarez,27,12.09,1
2100,Heidi Baldwin,24,8.51,2
2101,Alisha Rasmussen,44,3.6,1
2102,Sarah Bates,47,10.19,8
2103,Melissa Mccormick,16,11.04,20
2104,Juan Parker,29,9.0,3
2105,Heidi Burnett,40,7.11,10
2106,Sean Mathews,19,3.72,19
2107,Theodore Long,49,12.09,3
2108,Dawn Davis,48,11.56,9
2109,Cynthia Clark,29,16.94,18
2110,Sydney Welch,15,4.73,15
2111,Pamela Sullivan,35,10.03,10
2112,Sean Morrow,16,8.22,1
2113,Kaitlin Gutierrez,20,10.92,3
2114,Michelle Mcdowell,31,7.34,18
2115,Samantha Hale,13,19.56,16
2116,Heather Guzman,24,11.36,1
2117,Nancy Chavez,44,14.1,6
2118,Anthony May,37,2.26,16
2119,Rachel Taylor,29,9.63,4
2120,Mark Edwards,30,13.81,17
2121,Christopher Black,50,2.84,15
2122,Sandra Hines,19,14.63,4
2123,Melissa Sparks,50,19.67,7
2124,John Moss,25,19.67,20
2125,Michael Serrano,33,15.58,4
2126,Christina Perry,34,9.3,9
2127,Shawn Duffy,27,1.56,20
2128,Courtney Vaughan,11,17.8,9
2129,Maria Sims,13,1.77,0
2130,Valerie Gonzalez,39,9.45,15
2131,Caroline Morales,9,14.83,19
2132,David Davis,17,19.21,6
2133,Travis Wilson,4,1.56,3
2134,Jessica Mora,42,12.67,2
2135,Michael Wilson,31,15.96,0
2136,Cheryl Atkins,24,6.25,4
2137,Donna Snyder,36,1.06,19
2138,Scott Greene,7,6.87,3
2139,Diane Byrd MD,46,15.57,16
2140,Charles Roberts,34,9.38,3
2141,Luke Solomon,8,10.25,7
2142,Michael Ellis,19,9.38,6
2143,Casey Morris,6,14.68,3
2144,Melissa Reeves,49,8.42,15
2145,Nancy Scott,11,19.21,0
2146,Anthony Cook,18,15.96,16
2147,Terry Barajas,29,5.78,14
2148,Tracy George,33,0.71,12
2149,Amber King,10,18.46,1
2150,Elizabeth Foster,28,14.99,3
2151,Walter Hansen,6,14.54,9
2152,Debbie Gordon,15,11.27,12
2153,Sherry Anderson,29,1.23,15
2154,Joseph Thomas,23,9.46,5
2155,Andrew Anderson,2,3.38,7
2156,Sandy Adkins,27,1.03,17
2157,Diane Mcdowell,4,19.81,8
2158,Pam Baker,26,16.18,19
2159,Steven Stewart,33,12.49,14
2160,Pamela Hernandez DVM,24,5.74,19
2161,Rebecca Brown,16,1.65,3
2162,David Johnson,25,10.11,13
2163,Michael Graham,6,17.03,4
2164,Tammy Williams MD,24,5.56,20
2165,Karina Vasquez,15,2.65,0
2166,Sharon Martinez,2,5.62,5
2167,Sean White,21,17.16,4
2168,Jordan Nelson,7,0.28,7
2169,Laurie Silva,46,2.23,5
2170,Kelly Duncan,42,3.49,16
2171,Billy Tate,22,11.84,17
2172,Stacy Johnson,10,3.02,6
2173,Melanie Long,9,8.93,15
2174,Tiffany Hood,3,16.16,15
2175,Brad Rivas,19,5.23,9
2176,Jordan Moses,31,14.02,9
2177,Abigail Booker,45,9.7,3
2178,Tiffany Nguyen,9,15.99,18
2179,Morgan Bernard,49,17.24,15
2180,Christine Williams,46,6.86,11
2181,Erica Brown,31,1.69,8
2182,Trevor James,29,2.9,12
2183,Christopher Hanna,40,18.68,12
2184,Ann Phelps,1,3.08,3
2185,Richard Mitchell,6,9.92,14
2186,Martha Martinez,2,19.87,13
2187,Jeffrey Drake MD,17,15.41,13
2188,Bonnie Wade,14,4.76,4
2189,Kayla Burns,10,8.8,0
2190,Karen Hart,36,12.75,9
2191,Peter Shepherd,47,4.22,14
2192,Jessica Simmons,39,14.69,3
2193,Glenn Ford,34,6.9,18
2194,Michael Moore,28,12.85,12
2195,Mark Warren IV,8,15.11,0
2196,Terry Woods,50,2.32,18
2197,Carl Leach,19,3.35,9
2198,Kelly Phillips,16,7.97,1
2199,Billy Williams,20,6.03,20
2200,Jeffery Davis,8,14.92,20
2201,Laura King,4,15.05,19
2202,Brad Gordon,16,10.65,14
2203,Matthew White,27,7.6,1
2204,James Miller,41,14.11,11
2205,Elizabeth Matthews,40,9.49,4
2206,Michael Hanson,30,2.9,14
2207,Vincent Savage,5,17.41,14
2208,Cody Burgess,8,0.24,8
2209,Shelby Rodriguez,32,18.54,0
